concert_id,演唱会名称,艺人,艺人热度分,音乐风格,省份,城市,演出场馆,场馆类型,场馆容纳量,开演日期,闭演日期,演出时长(分钟),主办方,票价下限(元),票价上限(元),实际入场人数,售票状态/备注
C202600136,薛之谦 2026全新舞台演出 青岛站,薛之谦,85,民谣/流行,山东,青岛,青岛演艺中心,演艺中心,6612,2026-04-18,2026-04-18,123,环球音乐,49,270,4908,余票较多
C202300137,刘德华 2023巡回演唱会 南京站,刘德华,94,流行,江苏,南京,南京体育文化中心体育馆,体育馆,17354,2023-09-27,2023-09-27,127,杰克音乐,49,152,13131,正常
C202600138,蔡徐坤 2026全国巡演 哈尔滨站,蔡徐坤,72,流行,黑龙江,哈尔滨,哈尔滨体育文化中心体育馆,体育馆,15249,2026-01-25,2026-01-25,141,永乐票务,49,281,11975,正常
C202400139,蔡徐坤 2024全新舞台演出（2晚） 南京站,蔡徐坤,72,舞曲/电子,江苏,南京,南京奥体中心体育馆,体育馆,25566,2024-11-25,2024-11-26,127,现场娱乐(主办合作),49,59,15719,余票较多
C202200140,林俊杰 2022巡回演唱会 合肥站,林俊杰,86,流行,安徽,合肥,合肥奥体中心体育场,体育场,29717,2022-05-29,2022-05-29,113,大麦,49,67,21554,余票较多
C202500141,王嘉尔 2025特别呈现演唱会（2晚） 北京站,王嘉尔,61,舞曲/电子,北京,北京,北京体育中心体育馆,体育馆,36809,2025-08-16,2025-08-17,119,索尼音乐,49,199,21649,余票较多
C202300142,林俊杰 2023巡回演唱会 天津站,林俊杰,87,R&B,天津,天津,天津奥体中心体育馆,体育馆,20787,2023-11-20,2023-11-20,118,现场娱乐(主办合作),49,154,13180,余票较多
C202400143,张学友 2024巡回演唱会 福州站,张学友,97,经典,福建,福州,福州音乐厅/演出中心,演艺中心,7813,2024-03-20,2024-03-20,125,猫眼演出,49,117,6230,正常
C202600144,周深 2026全国巡演 南昌站,周深,76,跨界,江西,南昌,南昌体育中心体育馆,体育馆,24959,2026-06-18,2026-06-18,119,大麦,49,69,19428,正常
C202600145,蔡徐坤 2026全新舞台演出 呼和浩特站,蔡徐坤,68,流行,内蒙古,呼和浩特,呼和浩特体育文化中心体育馆,体育馆,5732,2026-07-05,2026-07-05,109,杰克音乐,49,150,4118,余票较多
C202500146,五月天 2025年度演唱会 大连站,五月天,89,摇滚,辽宁,大连,大连体育中心体育场,体育场,21987,2025-02-20,2025-02-20,110,大麦,49,243,15492,余票较多
C202200147,唐汉霄 2022全国巡演 南京站,唐汉霄,51,流行/摇滚,江苏,南京,南京体育中心体育馆,体育馆,39160,2022-09-01,2022-09-01,119,摩登天空,49,185,22853,余票较多
C202200148,薛之谦 2022世界巡回演唱会 武汉站,薛之谦,88,流行,湖北,武汉,武汉国际体育中心体育场,体育场,56595,2022-10-01,2022-10-01,132,橙天嘉禾,49,224,40224,余票较多
C202200149,王菲 2022年度演唱会（2晚） 合肥站,王菲,79,电子/氛围,安徽,合肥,合肥演艺中心,演艺中心,6626,2022-07-29,2022-07-30,128,猫眼演出,49,277,3992,余票较多
C202500150,邓紫棋 2025全国巡演 大连站,邓紫棋,77,摇滚,辽宁,大连,大连体育文化中心体育馆,体育馆,17488,2025-12-25,2025-12-25,142,猫眼演出,49,99,12501,余票较多
C202300151,蔡依林 2023巡回演唱会 厦门站,蔡依林,92,流行,福建,厦门,厦门体育中心体育场,体育场,35794,2023-06-02,2023-06-02,122,永乐票务,49,223,22627,余票较多
C202300152,五月天 2023年度演唱会 成都站,五月天,99,流行摇滚,四川,成都,成都体育馆,体育馆,16062,2023-04-09,2023-04-09,145,猫眼演出,49,59,14118,正常
C202300153,林俊杰 2023全新舞台演出 呼和浩特站,林俊杰,91,流行,内蒙古,呼和浩特,呼和浩特体育中心体育馆,体育馆,5340,2023-06-15,2023-06-15,130,华纳音乐,49,115,4356,正常
C202200154,刘若英(奶茶) 2022巡回演唱会 厦门站,刘若英(奶茶),68,经典,福建,厦门,厦门体育文化中心体育馆,体育馆,29633,2022-12-28,2022-12-28,117,环球音乐,49,59,17380,余票较多
C202200155,孙燕姿 2022特别呈现演唱会 重庆站,孙燕姿,55,抒情,重庆,重庆,重庆体育中心体育馆,体育馆,19933,2022-01-03,2022-01-03,125,现场娱乐(主办合作),49,115,12649,余票较多
C202300156,刘德华 2023世界巡回演唱会 石家庄站,刘德华,88,流行,河北,石家庄,石家庄演艺中心,演艺中心,1906,2023-11-09,2023-11-09,106,华研国际,49,129,1198,余票较多
C202600157,林俊杰 2026巡回演唱会 宁波站,林俊杰,92,流行,浙江,宁波,宁波国际会展/体育馆(演出场),体育馆,14858,2026-09-13,2026-09-13,146,大麦,49,98,12807,正常
C202300158,光良 2023世界巡回演唱会 乌鲁木齐站,光良,54,抒情,新疆,乌鲁木齐,乌鲁木齐体育文化中心体育馆,体育馆,10307,2023-12-04,2023-12-04,133,华研国际,49,308,5988,余票较多
C202400159,蔡依林 2024巡回演唱会 大连站,蔡依林,87,流行,辽宁,大连,大连国际会展/体育馆(演出场),体育馆,23221,2024-11-01,2024-11-01,118,现场娱乐(主办合作),49,283,16733,余票较多
C202600160,周杰伦 2026巡回演唱会 上海站,周杰伦,99,流行,上海,上海,上海奥体中心体育馆,体育馆,15011,2026-03-05,2026-03-05,128,摩登天空,49,59,10510,余票较多
C202300161,李荣浩 2023年度演唱会 昆明站,李荣浩,57,民谣,云南,昆明,昆明奥体中心体育馆,体育馆,9581,2023-09-14,2023-09-14,107,环球音乐,49,296,6047,余票较多
C202600162,薛之谦 2026全新舞台演出 南京站,薛之谦,79,流行,江苏,南京,南京奥体中心体育场,体育场,35059,2026-05-25,2026-05-25,132,橙天嘉禾,49,158,22516,余票较多
C202400163,陈奕迅 2024年度演唱会 重庆站,陈奕迅,90,抒情,重庆,重庆,重庆体育文化中心体育馆,体育馆,31317,2024-06-09,2024-06-09,119,现场娱乐(主办合作),49,216,24234,正常
C202300164,邓紫棋 2023特别呈现演唱会 乌鲁木齐站,邓紫棋,77,流行,新疆,乌鲁木齐,乌鲁木齐演艺中心,演艺中心,3343,2023-03-03,2023-03-03,117,大麦,49,248,2010,余票较多
C202300165,刘若英(奶茶) 2023巡回演唱会 乌鲁木齐站,刘若英(奶茶),56,抒情,新疆,乌鲁木齐,乌鲁木齐大剧院(演出厅),演艺中心,2728,2023-08-14,2023-08-14,140,猫眼演出,49,251,1524,余票较多
C202200166,周杰伦 2022年度演唱会 苏州站,周杰伦,85,R&B,江苏,苏州,苏州体育中心体育场,体育场,35126,2022-04-22,2022-04-22,110,大麦,49,217,20820,余票较多
C202400167,周深 2024年度演唱会 石家庄站,周深,66,古典/流行,河北,石家庄,石家庄奥体中心体育馆,体育馆,12475,2024-03-02,2024-03-02,114,大麦,49,240,8042,余票较多
C202600168,刘若英(奶茶) 2026全新舞台演出 石家庄站,刘若英(奶茶),60,经典,河北,石家庄,石家庄艺术中心大剧场,演艺中心,2680,2026-08-30,2026-08-30,108,橙天嘉禾,49,196,1810,余票较多
C202300169,张靓颖 2023巡回演唱会（2晚） 长沙站,张靓颖,80,抒情,湖南,长沙,长沙艺术中心大剧场,演艺中心,3782,2023-10-05,2023-10-06,127,索尼音乐,49,139,2347,余票较多
C202600170,汪苏泷 2026世界巡回演唱会 宁波站,汪苏泷,51,流行,浙江,宁波,宁波体育中心体育馆,体育馆,12236,2026-07-26,2026-07-26,112,华研国际,49,322,7034,余票较多
C202500171,汪苏泷 2025世界巡回演唱会 石家庄站,汪苏泷,64,电子/流行,河北,石家庄,石家庄大剧院(演出厅),演艺中心,3315,2025-01-09,2025-01-09,129,大麦,49,259,2148,余票较多
C202200172,邓紫棋 2022全国巡演 厦门站,邓紫棋,74,摇滚,福建,厦门,厦门奥体中心体育馆,体育馆,15321,2022-12-08,2022-12-08,140,猫眼演出,49,198,9891,余票较多
C202400173,GAI周延 2024特别呈现演唱会 深圳站,GAI周延,67,嘻哈,广东,深圳,深圳国际会展/体育馆(演出场),体育馆,17862,2024-09-13,2024-09-13,100,猫眼演出,49,289,12758,余票较多
C202200174,李荣浩 2022世界巡回演唱会 长春站,李荣浩,61,流行,吉林,长春,长春体育馆,体育馆,13253,2022-04-16,2022-04-16,136,索尼音乐,49,231,9782,余票较多
C202300175,邓紫棋 2023年度演唱会 青岛站,邓紫棋,84,摇滚,山东,青岛,青岛演艺中心,演艺中心,7360,2023-04-14,2023-04-14,136,环球音乐,49,59,5895,正常
C202400176,蔡依林 2024全新舞台演出 合肥站,蔡依林,81,舞曲/电子,安徽,合肥,合肥奥体中心体育馆,体育馆,13158,2024-06-07,2024-06-07,105,华纳音乐,49,213,10214,正常
C202400177,张靓颖 2024世界巡回演唱会 成都站,张靓颖,67,抒情,四川,成都,成都体育文化中心体育馆,体育馆,20324,2024-10-09,2024-10-09,120,华纳音乐,49,59,13683,余票较多
C202500178,王菲 2025年度演唱会（2晚） 西宁站,王菲,88,电子/氛围,青海,西宁,西宁音乐厅/演出中心,演艺中心,2149,2025-06-24,2025-06-25,122,橙天嘉禾,49,244,1427,余票较多
C202400179,张杰 2024世界巡回演唱会 长沙站,张杰,85,流行,湖南,长沙,长沙体育馆,体育馆,14905,2024-09-18,2024-09-18,101,猫眼演出,49,215,11229,正常
C202600180,张学友 2026世界巡回演唱会 乌鲁木齐站,张学友,87,抒情,新疆,乌鲁木齐,乌鲁木齐体育文化中心体育馆,体育馆,8328,2026-11-03,2026-11-03,134,大麦,49,252,5330,余票较多
C202200181,刘若英(奶茶) 2022巡回演唱会 苏州站,刘若英(奶茶),94,抒情,江苏,苏州,苏州体育馆,体育馆,32927,2022-06-21,2022-06-21,97,摩登天空,49,200,22520,余票较多
C202300182,张靓颖 2023巡回演唱会 乌鲁木齐站,张靓颖,61,抒情,新疆,乌鲁木齐,乌鲁木齐奥体中心体育馆,体育馆,3188,2023-09-01,2023-09-01,107,华纳音乐,49,132,1998,余票较多
C202600183,蔡徐坤 2026巡回演唱会 广州站,蔡徐坤,75,舞曲/电子,广东,广州,广州体育中心体育场,体育场,46064,2026-07-11,2026-07-11,123,橙天嘉禾,49,119,28780,余票较多
C202400184,陈奕迅 2024年度演唱会（3晚） 上海站,陈奕迅,90,流行,上海,上海,上海体育中心体育馆,体育馆,18060,2024-09-26,2024-09-28,125,大麦,49,211,12971,余票较多
C202400185,林俊杰 2024巡回演唱会 青岛站,林俊杰,88,流行,山东,青岛,青岛体育中心体育馆,体育馆,18404,2024-06-04,2024-06-04,134,大麦,49,182,14109,正常
C202500186,薛之谦 2025年度演唱会 宁波站,薛之谦,83,民谣/流行,浙江,宁波,宁波音乐厅/演出中心,演艺中心,2464,2025-04-02,2025-04-02,125,大麦,49,59,1840,余票较多
C202500187,蔡依林 2025全国巡演 杭州站,蔡依林,83,流行,浙江,杭州,杭州演艺中心,演艺中心,13034,2025-12-10,2025-12-10,114,永乐票务,49,200,9757,余票较多
C202600188,周深 2026全新舞台演出 天津站,周深,72,跨界,天津,天津,天津体育馆,体育馆,26096,2026-04-24,2026-04-24,118,华纳音乐,49,120,15912,余票较多
C202200189,光良 2022全国巡演 深圳站,光良,70,抒情,广东,深圳,深圳音乐厅/演出中心,演艺中心,16582,2022-06-19,2022-06-19,125,华纳音乐,49,271,11848,余票较多
C202400190,华晨宇 2024巡回演唱会 银川站,华晨宇,57,摇滚/实验,宁夏,银川,银川国际体育中心体育场,体育场,15251,2024-01-28,2024-01-28,127,摩登天空,49,152,9141,余票较多
C202600191,毛不易 2026年度演唱会 石家庄站,毛不易,60,民谣/流行,河北,石家庄,石家庄奥体中心体育馆,体育馆,11344,2026-01-21,2026-01-21,127,猫眼演出,49,156,6734,余票较多
C202500192,汪苏泷 2025年度演唱会 重庆站,汪苏泷,57,流行,重庆,重庆,重庆体育中心体育馆,体育馆,36173,2025-02-16,2025-02-16,131,大麦,49,177,22938,余票较多
C202400193,张靓颖 2024全新舞台演出 青岛站,张靓颖,64,抒情,山东,青岛,青岛体育中心体育馆,体育馆,14621,2024-05-02,2024-05-02,126,摩登天空,49,163,8555,余票较多
C202200194,周杰伦 2022全新舞台演出 福州站,周杰伦,90,嘻哈,福建,福州,福州体育馆,体育馆,13113,2022-01-06,2022-01-06,137,摩登天空,49,193,8521,余票较多
C202600195,五月天 2026全新舞台演出 武汉站,五月天,80,摇滚,湖北,武汉,武汉体育文化中心体育馆,体育馆,24606,2026-12-05,2026-12-05,137,环球音乐,49,283,19140,正常
C202600196,薛之谦 2026全国巡演 南昌站,薛之谦,83,流行,江西,南昌,南昌国际会展/体育馆(演出场),体育馆,13301,2026-11-25,2026-11-25,114,华纳音乐,49,158,8831,余票较多
C202400197,汪苏泷 2024年度演唱会 青岛站,汪苏泷,64,电子/流行,山东,青岛,青岛奥体中心体育馆,体育馆,18255,2024-08-30,2024-08-30,135,大麦,49,151,12279,余票较多
C202200198,王嘉尔 2022全国巡演 佛山站,王嘉尔,67,嘻哈,广东,佛山,佛山体育中心体育馆,体育馆,11732,2022-07-01,2022-07-01,111,大麦,49,268,6787,余票较多
C202600199,陈奕迅 2026全国巡演 银川站,陈奕迅,81,流行,宁夏,银川,银川国际会展/体育馆(演出场),体育馆,12130,2026-10-24,2026-10-24,116,永乐票务,49,84,9262,正常
C202500200,赵雷 2025特别呈现演唱会 济南站,赵雷,58,民谣,山东,济南,济南国际会展/体育馆(演出场),体育馆,25225,2025-10-30,2025-10-30,117,猫眼演出,49,194,14748,余票较多
C202600201,五月天 2026全国巡演 武汉站,五月天,99,摇滚,湖北,武汉,武汉体育馆,体育馆,24018,2026-04-06,2026-04-06,126,环球音乐,49,242,18574,正常
C202300202,张学友 2023年度演唱会（2晚） 成都站,张学友,92,抒情,四川,成都,成都体育文化中心体育馆,体育馆,21269,2023-12-17,2023-12-18,111,猫眼演出,49,149,15733,余票较多
C202300203,华晨宇 2023巡回演唱会 北京站,华晨宇,63,流行,北京,北京,北京国际体育中心体育场,体育场,48528,2023-11-20,2023-11-20,112,猫眼演出,49,111,23357,上座偏低
C202300204,蔡徐坤 2023世界巡回演唱会 长春站,蔡徐坤,78,流行,吉林,长春,长春体育文化中心体育馆,体育馆,3219,2023-05-03,2023-05-03,106,环球音乐,49,166,2428,正常
C202300205,五月天 2023年度演唱会 兰州站,五月天,83,摇滚,甘肃,兰州,兰州大剧院(演出厅),演艺中心,5519,2023-01-23,2023-01-23,121,猫眼演出,49,115,3378,余票较多
C202200206,刘德华 2022全新舞台演出（3晚） 佛山站,刘德华,98,抒情,广东,佛山,佛山体育场,体育场,23217,2022-09-19,2022-09-21,125,摩登天空,49,191,14062,余票较多
C202400207,华晨宇 2024巡回演唱会 太原站,华晨宇,73,摇滚/实验,山西,太原,太原演艺中心,演艺中心,4870,2024-12-05,2024-12-05,124,华纳音乐,49,104,3582,余票较多
C202400208,王嘉尔 2024全国巡演 重庆站,王嘉尔,62,舞曲/电子,重庆,重庆,重庆体育文化中心体育馆,体育馆,34129,2024-03-29,2024-03-29,128,环球音乐,49,63,19253,余票较多
C202200209,蔡依林 2022全新舞台演出 成都站,蔡依林,90,流行,四川,成都,成都体育场,体育场,37299,2022-03-19,2022-03-19,120,摩登天空,49,59,28755,正常
C202400210,赵雷 2024年度演唱会 南昌站,赵雷,62,民谣,江西,南昌,南昌艺术中心大剧场,演艺中心,3790,2024-04-08,2024-04-08,129,摩登天空,49,149,2217,余票较多
C202600211,林俊杰 2026特别呈现演唱会 合肥站,林俊杰,86,流行,安徽,合肥,合肥音乐厅/演出中心,演艺中心,3643,2026-03-24,2026-03-24,115,永乐票务,49,141,2364,余票较多
C202500212,汪苏泷 2025特别呈现演唱会 乌鲁木齐站,汪苏泷,35,电子/流行,新疆,乌鲁木齐,乌鲁木齐艺术中心大剧场,演艺中心,1843,2025-04-25,2025-04-25,110,猫眼演出,49,59,823,上座偏低
C202300213,赵雷 2023世界巡回演唱会 天津站,赵雷,55,民谣,天津,天津,天津体育馆,体育馆,28034,2023-09-16,2023-09-16,113,摩登天空,49,184,19382,余票较多
C202400214,蔡依林 2024巡回演唱会 南昌站,蔡依林,84,舞曲/电子,江西,南昌,南昌体育中心体育场,体育场,57955,2024-10-09,2024-10-09,118,猫眼演出,49,114,37047,余票较多
C202300215,刘德华 2023全新舞台演出（2晚） 乌鲁木齐站,刘德华,91,抒情,新疆,乌鲁木齐,乌鲁木齐演艺中心,演艺中心,1514,2023-06-08,2023-06-09,109,猫眼演出,49,169,1015,余票较多
C202600216,华晨宇 2026巡回演唱会 呼和浩特站,华晨宇,66,流行,内蒙古,呼和浩特,呼和浩特国际体育中心体育场,体育场,12484,2026-07-05,2026-07-05,110,华研国际,49,248,8309,余票较多
C202500217,李荣浩 2025特别呈现演唱会 重庆站,李荣浩,60,流行,重庆,重庆,重庆国际体育中心体育场,体育场,62065,2025-10-06,2025-10-06,111,大麦,49,188,31337,上座偏低
C202600218,王嘉尔 2026年度演唱会（2晚） 南京站,王嘉尔,81,嘻哈,江苏,南京,南京奥体中心体育场,体育场,42371,2026-08-27,2026-08-28,124,摩登天空,49,81,27781,余票较多
C202200219,孙燕姿 2022巡回演唱会 兰州站,孙燕姿,79,抒情,甘肃,兰州,兰州体育中心体育馆,体育馆,5445,2022-08-14,2022-08-14,105,杰克音乐,49,261,4460,正常
C202400220,华晨宇 2024世界巡回演唱会 福州站,华晨宇,80,流行,福建,福州,福州体育中心体育馆,体育馆,16414,2024-03-23,2024-03-23,138,永乐票务,49,214,12494,正常
C202500221,王嘉尔 2025巡回演唱会 哈尔滨站,王嘉尔,71,舞曲/电子,黑龙江,哈尔滨,哈尔滨奥体中心体育馆,体育馆,29677,2025-09-14,2025-09-14,132,环球音乐,49,244,19547,余票较多
C202400222,张杰 2024巡回演唱会 天津站,张杰,79,抒情,天津,天津,天津体育场,体育场,34960,2024-10-20,2024-10-20,120,橙天嘉禾,49,59,22140,余票较多
C202600223,陈奕迅 2026年度演唱会（2晚） 石家庄站,陈奕迅,87,流行,河北,石家庄,石家庄艺术中心大剧场,演艺中心,2614,2026-04-20,2026-04-21,119,猫眼演出,49,223,1828,余票较多
C202300224,李荣浩 2023全国巡演 哈尔滨站,李荣浩,53,流行,黑龙江,哈尔滨,哈尔滨奥体中心体育馆,体育馆,8003,2023-02-09,2023-02-09,108,大麦,49,94,4417,余票较多
C202500225,周深 2025全国巡演（2晚） 合肥站,周深,52,跨界,安徽,合肥,合肥国际会展/体育馆(演出场),体育馆,28570,2025-11-19,2025-11-20,139,猫眼演出,49,134,15834,余票较多
C202500226,陈奕迅 2025特别呈现演唱会 乌鲁木齐站,陈奕迅,81,流行,新疆,乌鲁木齐,乌鲁木齐大剧院(演出厅),演艺中心,4287,2025-08-29,2025-08-29,121,猫眼演出,49,268,2781,余票较多
